Date,Facility,Total Operations
01/15/2019,CID,80
01/15/2019,CKB,13
01/15/2019,CLE,337
01/15/2019,CLL,151
01/15/2019,CLT,1406
01/15/2019,CMA,97
01/15/2019,CMH,363
01/15/2019,CMI,27
01/15/2019,CNO,187
01/15/2019,CNW,508
01/15/2019,COS,212
01/15/2019,COU,30
01/15/2019,CPR,133
01/15/2019,CPS,18
01/15/2019,CRE,12
01/15/2019,CRG,615
01/15/2019,CRP,190
01/15/2019,CRQ,300
01/15/2019,CRW,145
01/15/2019,CSG,88
01/15/2019,CVG,434
01/15/2019,CWA,26
01/15/2019,CWF,62
01/15/2019,CXO,426
01/15/2019,CXY,72
01/15/2019,CYS,158
01/15/2019,DAB,1374
01/15/2019,DAL,659
01/15/2019,DAY,124
01/15/2019,DBQ,17
01/15/2019,DCA,897
01/15/2019,DEN,1599
01/15/2019,DET,34
01/15/2019,DFW,1765
01/15/2019,DHN,324
01/15/2019,DLH,51
01/15/2019,DPA,95
01/15/2019,DSM,157
01/15/2019,DTN,93
01/15/2019,DTO,634
01/15/2019,DTS,112
01/15/2019,DTW,1076
01/15/2019,DVT,869
01/15/2019,DWH,412
01/15/2019,DXR,111
01/15/2019,EAU,26
01/15/2019,ECP,102
01/15/2019,EGE,185
01/15/2019,ELM,59
01/15/2019,ELP,339
01/15/2019,EMT,63
01/15/2019,ENA,196
01/15/2019,ENW,149
01/15/2019,ERI,50
01/15/2019,ESN,154
01/15/2019,EUG,232
01/15/2019,EVB,649
01/15/2019,EVV,105
01/15/2019,EWB,158
01/15/2019,EWN,106
01/15/2019,EWR,1226
01/15/2019,EYW,121
01/15/2019,FAI,219
01/15/2019,FAR,185
01/15/2019,FAT,193
01/15/2019,FAY,117
01/15/2019,FCM,61
01/15/2019,FDK,275
01/15/2019,FFZ,872
01/15/2019,FIN,769
01/15/2019,FLG,18
01/15/2019,FLL,843
01/15/2019,FLO,18
01/15/2019,FMN,195
01/15/2019,FMY,397
01/15/2019,FNT,28
01/15/2019,FOK,191
01/15/2019,FPR,551
01/15/2019,FRG,690
01/15/2019,FSD,151
01/15/2019,FSM,115
01/15/2019,FTG,320
01/15/2019,FTW,675
01/15/2019,FTY,140
01/15/2019,FUL,57
01/15/2019,FWA,62
01/15/2019,FWS,226
01/15/2019,FXE,563
01/15/2019,FYV,68
01/15/2019,GCK,41
01/15/2019,GCN,3
01/15/2019,GEG,198
01/15/2019,GEU,125
01/15/2019,GFK,47
01/15/2019,GGG,76
01/15/2019,GJT,87
01/15/2019,GKY,274
01/15/2019,GLH,48
01/15/2019,GLS,76
01/15/2019,GMU,198
01/15/2019,GNV,195
01/15/2019,GON,188
01/15/2019,GPI,48
01/15/2019,GPM,359
01/15/2019,GPT,205
01/15/2019,GRB,55
01/15/2019,GRI,22
01/15/2019,GRR,156
01/15/2019,GSN,326
01/15/2019,GSO,234
01/15/2019,GSP,154
01/15/2019,GTF,177
01/15/2019,GTR,247
01/15/2019,GTU,449
01/15/2019,GUM,144
01/15/2019,GYH,124
01/15/2019,GYI,200
01/15/2019,GYR,200
01/15/2019,GYY,48
01/15/2019,HEF,201
01/15/2019,HFD,213
01/15/2019,HGR,237
01/15/2019,HHR,84
01/15/2019,HIO,772
01/15/2019,HKS,78
01/15/2019,HKY,116
01/15/2019,HLG,163
01/15/2019,HLN,206
01/15/2019,HND,6
01/15/2019,HNL,886
01/15/2019,HOB,27
01/15/2019,HOU,601
01/15/2019,HPN,310
01/15/2019,HQZ,38
01/15/2019,HRL,75
01/15/2019,HSA,71
01/15/2019,HSV,194
01/15/2019,HTS,27
01/15/2019,HUF,13
01/15/2019,HUM,183
01/15/2019,HUT,58
01/15/2019,HVN,87
01/15/2019,HWD,136
01/15/2019,HWO,1014
01/15/2019,HXD,58
01/15/2019,HYA,185
01/15/2019,HYI,46
01/15/2019,IAD,744
01/15/2019,IAG,25
01/15/2019,IAH,1289
01/15/2019,ICT,216
01/15/2019,IDA,42
01/15/2019,IFP,12
01/15/2019,ILG,155
01/15/2019,ILM,277
01/15/2019,IND,488
01/15/2019,INT,145
01/15/2019,IPT,43
01/15/2019,ISM,481
01/15/2019,ISO,63
01/15/2019,ISP,422
01/15/2019,ITH,103
01/15/2019,ITO,233
01/15/2019,IWA,528
01/15/2019,IXD,19
01/15/2019,JAC,45
01/15/2019,JAN,167
01/15/2019,JAX,357
01/15/2019,JEF,6
01/15/2019,JFK,1229
01/15/2019,JLN,87
01/15/2019,JNU,60
01/15/2019,JQF,371
01/15/2019,JRF,433
01/15/2019,JVL,18
01/15/2019,JXN,0
01/15/2019,KOA,344
01/15/2019,LAF,7
01/15/2019,LAL,437
01/15/2019,LAN,61
01/15/2019,LAS,1006
01/15/2019,LAW,75
01/15/2019,LAX,1731
01/15/2019,LBB,411
01/15/2019,LBE,79
01/15/2019,LCH,70
01/15/2019,LEB,17
01/15/2019,LEE,221
01/15/2019,LEX,146
01/15/2019,LFT,136
01/15/2019,LGA,1150
01/15/2019,LGB,456
01/15/2019,LIH,389
01/15/2019,LIT,294
01/15/2019,LMT,65
01/15/2019,LNK,58
01/15/2019,LNS,147
01/15/2019,LOU,60
01/15/2019,LRD,78
01/15/2019,LSE,18
01/15/2019,LUK,96
01/15/2019,LVK,48
01/15/2019,LWB,11
01/15/2019,LWM,189
01/15/2019,LWS,39
01/15/2019,LYH,238
01/15/2019,LZU,544
01/15/2019,MAF,193
01/15/2019,MBS,39
01/15/2019,MCI,337
01/15/2019,MCN,26
01/15/2019,MCO,934
01/15/2019,MDH,50
01/15/2019,MDT,173
01/15/2019,MDW,557
01/15/2019,MEI,303
01/15/2019,MEM,807
01/15/2019,MER,9
01/15/2019,MFD,6
01/15/2019,MFE,72
01/15/2019,MFR,85
01/15/2019,MGM,324
01/15/2019,MGW,100
01/15/2019,MHK,14
01/15/2019,MHR,252
01/15/2019,MHT,165
01/15/2019,MIA,1200
01/15/2019,MIC,20
01/15/2019,MIE,7
01/15/2019,MKC,104
01/15/2019,MKE,278
01/15/2019,MKG,31
01/15/2019,MKK,138
01/15/2019,MKL,66
01/15/2019,MLB,395
01/15/2019,MLI,57
01/15/2019,MLU,113
01/15/2019,MMU,366
01/15/2019,MOB,314
01/15/2019,MOD,40
01/15/2019,MOT,30
01/15/2019,MQY,372
01/15/2019,MRI,351
01/15/2019,MRY,56
01/15/2019,MSN,143
01/15/2019,MSO,81
01/15/2019,MSP,1075
01/15/2019,MSY,359
01/15/2019,MTN,243
01/15/2019,MVY,39
01/15/2019,MWA,40
01/15/2019,MWC,74
01/15/2019,MWH,431
01/15/2019,MYF,456
01/15/2019,MYR,208
01/15/2019,NEW,222
01/15/2019,NQA,207
01/15/2019,OAJ,92
01/15/2019,OAK,583
01/15/2019,OCF,277
01/15/2019,OGD,565
01/15/2019,OGG,440
01/15/2019,OJC,3
01/15/2019,OKC,524
01/15/2019,OLM,361
01/15/2019,OLV,211
01/15/2019,OMA,232
01/15/2019,OMN,227
01/15/2019,ONT,277
01/15/2019,OPF,415
01/15/2019,ORD,2335
01/15/2019,ORF,202
01/15/2019,ORH,72
01/15/2019,ORL,353
01/15/2019,OSH,57
01/15/2019,OSU,24
01/15/2019,OTH,67
01/15/2019,OUN,147
01/15/2019,OWB,67
01/15/2019,OWD,184
01/15/2019,OXC,118
01/15/2019,OXR,13
01/15/2019,PAE,388
01/15/2019,PAH,63
01/15/2019,PAO,142
01/15/2019,PBI,417
01/15/2019,PDK,564
01/15/2019,PDT,21
01/15/2019,PDX,613
01/15/2019,PGD,343
01/15/2019,PHF,219
01/15/2019,PHL,970
01/15/2019,PHX,1130
01/15/2019,PIA,43
01/15/2019,PIE,532
01/15/2019,PIH,94
01/15/2019,PIT,406
01/15/2019,PKB,150
01/15/2019,PMD,53
01/15/2019,PMP,619
01/15/2019,PNE,226
01/15/2019,PNS,369
01/15/2019,POC,49
01/15/2019,POU,135
01/15/2019,PRC,14
01/15/2019,PSC,110
01/15/2019,PSP,190
01/15/2019,PTK,133
01/15/2019,PUB,1030
01/15/2019,PVD,147
01/15/2019,PVU,302
01/15/2019,PWA,144
01/15/2019,PWK,82
01/15/2019,PWM,124
01/15/2019,RAL,239
01/15/2019,RAP,101
01/15/2019,RBD,186
01/15/2019,RDD,117
01/15/2019,RDG,126
01/15/2019,RDM,134
01/15/2019,RDU,649
01/15/2019,RFD,75
01/15/2019,RHV,166
01/15/2019,RIC,332
01/15/2019,RME,21
01/15/2019,RNM,105
01/15/2019,RNO,218
01/15/2019,RNT,290
01/15/2019,ROA,189
01/15/2019,ROC,277
01/15/2019,ROG,46
01/15/2019,ROW,111
01/15/2019,RST,76
01/15/2019,RSW,273
01/15/2019,RVS,746
01/15/2019,RYN,457
01/15/2019,RYY,283
01/15/2019,SAC,70
01/15/2019,SAF,273
01/15/2019,SAN,585
01/15/2019,SAT,443
01/15/2019,SAV,256
01/15/2019,SAW,59
01/15/2019,SBA,118
01/15/2019,SBN,68
01/15/2019,SBP,61
01/15/2019,SBY,204
01/15/2019,SCK,102
01/15/2019,SDF,575
01/15/2019,SDL,530
01/15/2019,SDM,193
01/15/2019,SEA,1148
01/15/2019,SEE,391
01/15/2019,SFB,816
01/15/2019,SFF,176
01/15/2019,SFO,1067
01/15/2019,SGF,106
01/15/2019,SGJ,502
01/15/2019,SGR,297
01/15/2019,SHV,89
01/15/2019,SIG,365
01/15/2019,SJC,512
01/15/2019,SJT,111
01/15/2019,SJU,504
01/15/2019,SLC,944
01/15/2019,SLE,139
01/15/2019,SLN,13
01/15/2019,SMF,365
01/15/2019,SMO,44
01/15/2019,SMX,24
01/15/2019,SNA,730
01/15/2019,SNS,193
01/15/2019,SPG,356
01/15/2019,SPI,33
01/15/2019,SQL,92
01/15/2019,SRQ,383
01/15/2019,SSF,205
01/15/2019,STC,23
01/15/2019,STJ,6
01/15/2019,STL,515
01/15/2019,STP,59
01/15/2019,STS,76
01/15/2019,STT,171
01/15/2019,STX,110
01/15/2019,SUA,451
01/15/2019,SUN,23
01/15/2019,SUS,73
01/15/2019,SUX,76
01/15/2019,SWF,150
01/15/2019,SWO,310
01/15/2019,SYR,208
01/15/2019,TCL,165
01/15/2019,TEB,493
01/15/2019,TIW,287
01/15/2019,TIX,257
01/15/2019,TKI,739
01/15/2019,TLH,206
01/15/2019,TMB,469
01/15/2019,TOA,135
01/15/2019,TOL,51
01/15/2019,TOP,2
01/15/2019,TPA,587
01/15/2019,TRI,89
01/15/2019,TTD,88
01/15/2019,TTN,447
01/15/2019,TUL,304
01/15/2019,TUP,168
01/15/2019,TUS,393
01/15/2019,TVC,85
01/15/2019,TWF,50
01/15/2019,TXK,126
01/15/2019,TYR,103
01/15/2019,TYS,318
01/15/2019,TZR,3
01/15/2019,UAO,149
01/15/2019,UES,24
01/15/2019,UGN,16
01/15/2019,UNV,105
01/15/2019,VCT,376
01/15/2019,VCV,9
01/15/2019,VGT,22
01/15/2019,VNY,386
01/15/2019,VQQ,271
01/15/2019,VRB,940
01/15/2019,WDG,110
01/15/2019,WHP,30
01/15/2019,WJF,34
01/15/2019,XNA,140
01/15/2019,YIP,56
01/15/2019,YKM,117
01/15/2019,YNG,89
01/16/2019,ABE,124
01/16/2019,ABI,141
01/16/2019,ABQ,423
01/16/2019,ABY,71
01/16/2019,ACK,109
01/16/2019,ACT,65
01/16/2019,ACY,162
01/16/2019,ADM,11
01/16/2019,ADQ,115
01/16/2019,ADS,175
01/16/2019,ADW,210
01/16/2019,AEG,180
01/16/2019,AEX,161
01/16/2019,AFW,216
01/16/2019,AGC,97
01/16/2019,AGS,135
01/16/2019,AHN,101
01/16/2019,AKN,62
01/16/2019,ALB,185
01/16/2019,ALN,34
01/16/2019,ALO,76
01/16/2019,ALW,9
01/16/2019,AMA,184
01/16/2019,ANC,588
01/16/2019,ANE,287
01/16/2019,APA,1241
01/16/2019,APC,29
01/16/2019,APF,513
01/16/2019,ARA,198
01/16/2019,ARB,155
01/16/2019,ARR,302
01/16/2019,ASE,53
01/16/2019,ASG,94
01/16/2019,ASH,211
01/16/2019,ATL,2479
01/16/2019,ATW,120
01/16/2019,AUS,517
01/16/2019,AVL,268
01/16/2019,AVP,141
01/16/2019,AZO,163
01/16/2019,BAF,190
01/16/2019,BAK,16
01/16/2019,BAZ,5
01/16/2019,BBG,4
01/16/2019,BCT,304
01/16/2019,BDL,300
01/16/2019,BDR,122
01/16/2019,BED,312
01/16/2019,BET,301
01/16/2019,BFI,525
01/16/2019,BFL,203
01/16/2019,BFM,350
01/16/2019,BGM,13
01/16/2019,BGR,137
01/16/2019,BHM,355
01/16/2019,BIL,289
01/16/2019,BIS,73
01/16/2019,BJC,464
01/16/2019,BKL,46
01/16/2019,BKV,332
01/16/2019,BLI,227
01/16/2019,BMG,31
01/16/2019,BMI,24
01/16/2019,BNA,653
01/16/2019,BOI,321
01/16/2019,BOS,1164
01/16/2019,BPT,29
01/16/2019,BQN,213
01/16/2019,BRO,125
01/16/2019,BTL,388
01/16/2019,BTR,235
01/16/2019,BTV,142
01/16/2019,BUF,217
01/16/2019,BUR,272
01/16/2019,BVY,169
01/16/2019,BWI,652
01/16/2019,BZN,353
01/16/2019,CAE,197
01/16/2019,CAK,101
01/16/2019,CCR,41
01/16/2019,CDW,206
01/16/2019,CGF,20
01/16/2019,CHA,168
01/16/2019,CHD,886
01/16/2019,CHO,323
01/16/2019,CHS,392
01/16/2019,CIC,11
01/16/2019,CID,148
01/16/2019,CKB,21
01/16/2019,CLE,351
01/16/2019,CLL,67
01/16/2019,CLT,1645
01/16/2019,CMA,191
01/16/2019,CMH,360
01/16/2019,CMI,56
01/16/2019,CNO,66
01/16/2019,CNW,10
01/16/2019,COS,304
01/16/2019,COU,21
01/16/2019,CPR,125
01/16/2019,CPS,37
01/16/2019,CRE,17
01/16/2019,CRG,654
01/16/2019,CRP,157
01/16/2019,CRQ,349
01/16/2019,CRW,60
01/16/2019,CSG,81
01/16/2019,CVG,455
01/16/2019,CWA,45
01/16/2019,CWF,67
01/16/2019,CXO,151
01/16/2019,CXY,56
01/16/2019,CYS,179
01/16/2019,DAB,1381
01/16/2019,DAL,737
01/16/2019,DAY,136
01/16/2019,DBQ,450
01/16/2019,DCA,907
01/16/2019,DEN,1601
01/16/2019,DET,154
01/16/2019,DFW,1857
01/16/2019,DHN,300
01/16/2019,DLH,261
01/16/2019,DPA,483
01/16/2019,DSM,189
01/16/2019,DTN,87
01/16/2019,DTO,153
01/16/2019,DTS,101
01/16/2019,DTW,1099
01/16/2019,DVT,1460
01/16/2019,DWH,190
01/16/2019,DXR,105
01/16/2019,EAU,75
01/16/2019,ECP,121
01/16/2019,EGE,89
01/16/2019,ELM,35
01/16/2019,ELP,259
01/16/2019,EMT,3
01/16/2019,ENA,101
01/16/2019,ENW,187
01/16/2019,ERI,25
01/16/2019,ESN,331
01/16/2019,EUG,137
01/16/2019,EVB,606
01/16/2019,EVV,127
01/16/2019,EWB,104
01/16/2019,EWN,114
01/16/2019,EWR,1206
01/16/2019,EYW,130
01/16/2019,FAI,211
01/16/2019,FAR,271
01/16/2019,FAT,303
01/16/2019,FAY,123
01/16/2019,FCM,236
01/16/2019,FDK,227
01/16/2019,FFZ,1096
01/16/2019,FIN,765
01/16/2019,FLG,46
01/16/2019,FLL,902
01/16/2019,FLO,35
01/16/2019,FMN,104
01/16/2019,FMY,383
01/16/2019,FNT,72
01/16/2019,FOE,10
01/16/2019,FOK,166
01/16/2019,FPR,522
01/16/2019,FRG,534
01/16/2019,FSD,304
01/16/2019,FSM,108
01/16/2019,FTG,317
01/16/2019,FTW,537
01/16/2019,FTY,193
01/16/2019,FUL,23
01/16/2019,FWA,99
01/16/2019,FWS,176
01/16/2019,FXE,571
01/16/2019,FYV,34
01/16/2019,GCK,10
01/16/2019,GCN,76
01/16/2019,GEG,242
01/16/2019,GEU,279
01/16/2019,GFK,1318
01/16/2019,GGG,74
01/16/2019,GJT,61
01/16/2019,GKY,64
01/16/2019,GLH,25
01/16/2019,GLS,67
01/16/2019,GMU,197
01/16/2019,GNV,200
01/16/2019,GON,190
01/16/2019,GPI,107
01/16/2019,GPM,173
01/16/2019,GPT,186
01/16/2019,GRB,167
01/16/2019,GRI,17
01/16/2019,GRR,224
01/16/2019,GSN,402
01/16/2019,GSO,283
01/16/2019,GSP,186
01/16/2019,GTF,78
01/16/2019,GTR,263
01/16/2019,GTU,15
01/16/2019,GUM,133
01/16/2019,GYH,142
01/16/2019,GYI,71
01/16/2019,GYR,277
01/16/2019,GYY,80
01/16/2019,HEF,247
01/16/2019,HFD,138
01/16/2019,HGR,97
01/16/2019,HHR,4
01/16/2019,HIO,584
01/16/2019,HKS,53
01/16/2019,HKY,135
01/16/2019,HLG,50
01/16/2019,HLN,183
01/16/2019,HND,150
01/16/2019,HNL,877
01/16/2019,HOB,24
01/16/2019,HOU,599
01/16/2019,HPN,419
01/16/2019,HQZ,4
01/16/2019,HRL,86
01/16/2019,HSA,194
01/16/2019,HSV,260
01/16/2019,HTS,25
01/16/2019,HUF,78
01/16/2019,HUM,308
01/16/2019,HUT,10
01/16/2019,HVN,44
01/16/2019,HWD,38
01/16/2019,HWO,1099
01/16/2019,HXD,98
01/16/2019,HYA,217
01/16/2019,HYI,17
01/16/2019,IAD,759
01/16/2019,IAG,11
01/16/2019,IAH,1312
01/16/2019,ICT,166
01/16/2019,IDA,23
01/16/2019,IFP,11
01/16/2019,ILG,168
01/16/2019,ILM,266
01/16/2019,IND,505
01/16/2019,INT,172
01/16/2019,IPT,54
01/16/2019,ISM,460
01/16/2019,ISO,74
01/16/2019,ISP,433
01/16/2019,ITH,16
01/16/2019,ITO,183
01/16/2019,IWA,739
01/16/2019,IXD,26
01/16/2019,JAC,51
01/16/2019,JAN,236
01/16/2019,JAX,285
01/16/2019,JEF,7
01/16/2019,JFK,1219
01/16/2019,JLN,37
01/16/2019,JNU,91
01/16/2019,JQF,356
01/16/2019,JRF,409
01/16/2019,JVL,109
01/16/2019,JXN,99
01/16/2019,KOA,381
01/16/2019,LAF,165
01/16/2019,LAL,509
01/16/2019,LAN,111
01/16/2019,LAS,1240
01/16/2019,LAW,50
01/16/2019,LAX,1776
01/16/2019,LBB,399
01/16/2019,LBE,18
01/16/2019,LCH,88
01/16/2019,LEB,27
01/16/2019,LEE,256
01/16/2019,LEX,127
01/16/2019,LFT,197
01/16/2019,LGA,1141
01/16/2019,LGB,147
01/16/2019,LIH,331
01/16/2019,LIT,341
01/16/2019,LMT,89
01/16/2019,LNK,89
01/16/2019,LNS,238
01/16/2019,LOU,16
01/16/2019,LRD,112
01/16/2019,LSE,48
01/16/2019,LUK,191
01/16/2019,LVK,84
01/16/2019,LWB,10
01/16/2019,LWM,144
01/16/2019,LWS,71
01/16/2019,LYH,256
01/16/2019,LZU,489
01/16/2019,MAF,326
01/16/2019,MBS,40
01/16/2019,MCI,335
01/16/2019,MCN,35
01/16/2019,MCO,959
01/16/2019,MDH,170
01/16/2019,MDT,138
01/16/2019,MDW,601
01/16/2019,MEI,363
01/16/2019,MEM,797
01/16/2019,MER,139
01/16/2019,MFD,9
01/16/2019,MFE,127
01/16/2019,MFR,61
01/16/2019,MGM,375
01/16/2019,MGW,14
01/16/2019,MHK,12
01/16/2019,MHR,102
01/16/2019,MHT,190
01/16/2019,MIA,1198
01/16/2019,MIC,115
01/16/2019,MIE,32
01/16/2019,MKC,75
01/16/2019,MKE,313
01/16/2019,MKG,83
01/16/2019,MKK,146
01/16/2019,MKL,108
01/16/2019,MLB,472
01/16/2019,MLI,117
01/16/2019,MLU,133
01/16/2019,MMU,321
01/16/2019,MOB,286
01/16/2019,MOD,35
01/16/2019,MOT,42
01/16/2019,MQY,354
01/16/2019,MRI,394
01/16/2019,MRY,59
01/16/2019,MSN,308
01/16/2019,MSO,50
01/16/2019,MSP,1081
01/16/2019,MSY,373
01/16/2019,MTN,319
01/16/2019,MVY,21
01/16/2019,MWA,48
01/16/2019,MWC,91
01/16/2019,MWH,516
01/16/2019,MYF,593
01/16/2019,MYR,266
01/16/2019,NEW,231
01/16/2019,NQA,88
01/16/2019,OAJ,61
01/16/2019,OAK,571
01/16/2019,OCF,319
01/16/2019,OGD,47
01/16/2019,OGG,429
01/16/2019,OJC,13
01/16/2019,OKC,266
01/16/2019,OLM,200
01/16/2019,OLV,235
01/16/2019,OMA,270
01/16/2019,OMN,377
01/16/2019,ONT,265
01/16/2019,OPF,508
01/16/2019,ORD,2366
01/16/2019,ORF,220
01/16/2019,ORH,31
01/16/2019,ORL,388
01/16/2019,OSH,207
01/16/2019,OSU,86
01/16/2019,OTH,18
01/16/2019,OUN,4
01/16/2019,OWB,68
01/16/2019,OWD,206
01/16/2019,OXC,62
01/16/2019,OXR,43
01/16/2019,PAE,392
01/16/2019,PAH,80
01/16/2019,PAO,50
01/16/2019,PBI,483
01/16/2019,PDK,513
01/16/2019,PDT,14
01/16/2019,PDX,618
01/16/2019,PGD,294
01/16/2019,PHF,256
01/16/2019,PHL,971
01/16/2019,PHX,1254
01/16/2019,PIA,92
01/16/2019,PIE,442
01/16/2019,PIH,23
01/16/2019,PIT,398
01/16/2019,PKB,26
01/16/2019,PMD,111
01/16/2019,PMP,449
01/16/2019,PNE,235
01/16/2019,PNS,564
01/16/2019,POC,6
01/16/2019,POU,76
01/16/2019,PRC,719
01/16/2019,PSC,169
01/16/2019,PSP,114
01/16/2019,PTK,279
01/16/2019,PUB,685
01/16/2019,PVD,199
01/16/2019,PVU,250
01/16/2019,PWA,44
01/16/2019,PWK,179
01/16/2019,PWM,115
01/16/2019,RAL,92
01/16/2019,RAP,38
01/16/2019,RBD,72
01/16/2019,RDD,28
01/16/2019,RDG,140
01/16/2019,RDM,50
01/16/2019,RDU,656
01/16/2019,RFD,162
01/16/2019,RHV,64
01/16/2019,RIC,367
01/16/2019,RME,8
01/16/2019,RNM,194
01/16/2019,RNO,225
01/16/2019,RNT,323
01/16/2019,ROA,175
01/16/2019,ROC,156
01/16/2019,ROG,30
01/16/2019,ROW,121
01/16/2019,RST,136
01/16/2019,RSW,289
01/16/2019,RVS,533
01/16/2019,RYN,449
01/16/2019,RYY,234
01/16/2019,SAC,50
01/16/2019,SAF,162
01/16/2019,SAN,591
01/16/2019,SAT,438
01/16/2019,SAV,280
01/16/2019,SAW,26
01/16/2019,SBA,184
01/16/2019,SBN,128
01/16/2019,SBP,155
01/16/2019,SBY,163
01/16/2019,SCK,59
01/16/2019,SDF,545
01/16/2019,SDL,582
01/16/2019,SDM,213
01/16/2019,SEA,1116
01/16/2019,SEE,884
01/16/2019,SFB,971
01/16/2019,SFF,178
01/16/2019,SFO,920
01/16/2019,SGF,128
01/16/2019,SGJ,463
01/16/2019,SGR,120
01/16/2019,SHV,85
01/16/2019,SIG,269
01/16/2019,SJC,528
01/16/2019,SJT,306
01/16/2019,SJU,432
01/16/2019,SLC,892
01/16/2019,SLE,40
01/16/2019,SLN,4
01/16/2019,SMF,349
01/16/2019,SMO,15
01/16/2019,SMX,46
01/16/2019,SNA,745
01/16/2019,SNS,152
01/16/2019,SPG,341
01/16/2019,SPI,24
01/16/2019,SQL,23
01/16/2019,SRQ,414
01/16/2019,SSF,28
01/16/2019,STC,112
01/16/2019,STJ,4
01/16/2019,STL,559
01/16/2019,STP,201
01/16/2019,STS,41
01/16/2019,STT,148
01/16/2019,STX,112
01/16/2019,SUA,512
01/16/2019,SUN,27
01/16/2019,SUS,54
01/16/2019,SUX,71
01/16/2019,SWF,98
01/16/2019,SWO,129
01/16/2019,SYR,146
01/16/2019,TCL,184
01/16/2019,TEB,499
01/16/2019,TIW,357
01/16/2019,TIX,278
01/16/2019,TKI,104
01/16/2019,TLH,280
01/16/2019,TMB,566
01/16/2019,TOA,9
01/16/2019,TOL,93
01/16/2019,TOP,0
01/16/2019,TPA,621
01/16/2019,TRI,70
01/16/2019,TTD,40
01/16/2019,TTN,495
01/16/2019,TUL,278
01/16/2019,TUP,201
01/16/2019,TUS,413
01/16/2019,TVC,326
01/16/2019,TWF,57
01/16/2019,TXK,37
01/16/2019,TYR,42
01/16/2019,TYS,297
01/16/2019,TZR,46
01/16/2019,UAO,135
01/16/2019,UES,117
01/16/2019,UGN,208
01/16/2019,UNV,39
01/16/2019,VCT,49
01/16/2019,VCV,9
01/16/2019,VGT,820
01/16/2019,VNY,208
01/16/2019,VQQ,498
01/16/2019,VRB,1063
01/16/2019,WDG,12
01/16/2019,WHP,15
01/16/2019,WJF,83
01/16/2019,XNA,97
01/16/2019,YIP,147
01/16/2019,YKM,115
01/16/2019,YNG,15
01/17/2019,ABE,174
01/17/2019,ABI,253
01/17/2019,ABQ,517
01/17/2019,ABY,52
01/17/2019,ACK,91
01/17/2019,ACT,108
01/17/2019,ACY,231
01/17/2019,ADM,76
01/17/2019,ADQ,64
01/17/2019,ADS,336
01/17/2019,ADW,322
01/17/2019,AEG,202
01/17/2019,AEX,118
01/17/2019,AFW,561
01/17/2019,AGC,134
01/17/2019,AGS,139
01/17/2019,AHN,101
01/17/2019,AKN,45
01/17/2019,ALB,243
01/17/2019,ALN,20
01/17/2019,ALO,17
01/17/2019,ALW,11
01/17/2019,AMA,455
01/17/2019,ANC,599
01/17/2019,ANE,309
01/17/2019,APA,1081
01/17/2019,APC,73
01/17/2019,APF,432
01/17/2019,ARA,188
01/17/2019,ARB,84
01/17/2019,ARR,20
01/17/2019,ASE,147
01/17/2019,ASG,38
01/17/2019,ASH,206
01/17/2019,ATL,2523
01/17/2019,ATW,100
01/17/2019,AUS,667
01/17/2019,AVL,109
01/17/2019,AVP,114
01/17/2019,AZO,41
01/17/2019,BAF,136
01/17/2019,BAK,10
01/17/2019,BAZ,207
01/17/2019,BBG,4
01/17/2019,BCT,338
01/17/2019,BDL,304
01/17/2019,BDR,166
01/17/2019,BED,306
01/17/2019,BET,240
01/17/2019,BFI,362
01/17/2019,BFL,178
01/17/2019,BFM,335
01/17/2019,BGM,46
01/17/2019,BGR,108
01/17/2019,BHM,295
01/17/2019,BIL,117
01/17/2019,BIS,78
01/17/2019,BJC,455
01/17/2019,BKL,92
01/17/2019,BKV,225
01/17/2019,BLI,168
01/17/2019,BMG,42
01/17/2019,BMI,33
01/17/2019,BNA,625
01/17/2019,BOI,308
01/17/2019,BOS,1194
01/17/2019,BPT,37
01/17/2019,BQN,191
01/17/2019,BRO,46
01/17/2019,BTL,78
01/17/2019,BTR,176
01/17/2019,BTV,175
01/17/2019,BUF,208
01/17/2019,BUR,266
01/17/2019,BVY,219
01/17/2019,BWI,681
01/17/2019,BZN,213
01/17/2019,CAE,177
01/17/2019,CAK,124
01/17/2019,CCR,73
01/17/2019,CDW,196
01/17/2019,CGF,33
01/17/2019,CHA,131
01/17/2019,CHD,959
01/17/2019,CHO,205
01/17/2019,CHS,337
01/17/2019,CIC,19
01/17/2019,CID,89
01/17/2019,CKB,23
01/17/2019,CLE,348
01/17/2019,CLL,207
01/17/2019,CLT,1621
01/17/2019,CMA,153
01/17/2019,CMH,372
01/17/2019,CMI,31
01/17/2019,CNO,104
01/17/2019,CNW,459
01/17/2019,COS,335
01/17/2019,COU,12
01/17/2019,CPR,74
01/17/2019,CPS,24
01/17/2019,CRE,0
01/17/2019,CRG,730
01/17/2019,CRP,317
01/17/2019,CRQ,82
01/17/2019,CRW,65
01/17/2019,CSG,66
01/17/2019,CVG,468
01/17/2019,CWA,26
01/17/2019,CWF,67
01/17/2019,CXO,339
01/17/2019,CXY,69
01/17/2019,CYS,78
01/17/2019,DAB,1494
01/17/2019,DAL,825
01/17/2019,DAY,129
01/17/2019,DBQ,25
01/17/2019,DCA,898
01/17/2019,DEN,1628
01/17/2019,DET,68
01/17/2019,DFW,1929
01/17/2019,DHN,300
01/17/2019,DLH,315
01/17/2019,DPA,148
