Date,Facility,Total Operations
01/24/2020,RST,64
01/24/2020,RSW,349
01/24/2020,RVS,207
01/24/2020,RYN,396
01/24/2020,RYY,72
01/24/2020,SAC,427
01/24/2020,SAF,296
01/24/2020,SAN,624
01/24/2020,SAT,472
01/24/2020,SAV,262
01/24/2020,SAW,18
01/24/2020,SBA,439
01/24/2020,SBN,75
01/24/2020,SBP,248
01/24/2020,SBY,88
01/24/2020,SCK,256
01/24/2020,SDF,497
01/24/2020,SDL,639
01/24/2020,SDM,309
01/24/2020,SEA,1216
01/24/2020,SEE,439
01/24/2020,SFB,1163
01/24/2020,SFF,131
01/24/2020,SFO,1240
01/24/2020,SGF,79
01/24/2020,SGJ,585
01/24/2020,SGR,286
01/24/2020,SHV,127
01/24/2020,SIG,320
01/24/2020,SJC,588
01/24/2020,SJT,407
01/24/2020,SJU,509
01/24/2020,SLC,981
01/24/2020,SLE,92
01/24/2020,SLN,154
01/24/2020,SMF,386
01/24/2020,SMO,267
01/24/2020,SMX,108
01/24/2020,SNA,871
01/24/2020,SNS,192
01/24/2020,SPG,246
01/24/2020,SPI,13
01/24/2020,SQL,302
01/24/2020,SRQ,477
01/24/2020,SSF,443
01/24/2020,STC,11
01/24/2020,STJ,9
01/24/2020,STL,538
01/24/2020,STP,44
01/24/2020,STS,165
01/24/2020,STT,198
01/24/2020,STX,129
01/24/2020,SUA,374
01/24/2020,SUN,29
01/24/2020,SUS,59
01/24/2020,SUX,23
01/24/2020,SWF,86
01/24/2020,SWO,346
01/24/2020,SYR,160
01/24/2020,TCL,201
01/24/2020,TEB,400
01/24/2020,TIW,84
01/24/2020,TIX,407
01/24/2020,TKI,602
01/24/2020,TLH,174
01/24/2020,TMB,1002
01/24/2020,TOA,423
01/24/2020,TOL,36
01/24/2020,TOP,6
01/24/2020,TPA,643
01/24/2020,TRI,67
01/24/2020,TTD,184
01/24/2020,TTN,437
01/24/2020,TUL,191
01/24/2020,TUP,163
01/24/2020,TUS,489
01/24/2020,TVC,91
01/24/2020,TWF,142
01/24/2020,TXK,136
01/24/2020,TYR,128
01/24/2020,TYS,198
01/24/2020,TZR,1
01/24/2020,UAO,255
01/24/2020,UES,12
01/24/2020,UGN,7
01/24/2020,UNV,139
01/24/2020,VCT,242
01/24/2020,VCV,161
01/24/2020,VGT,659
01/24/2020,VNY,835
01/24/2020,VQQ,293
01/24/2020,VRB,918
01/24/2020,WDG,262
01/24/2020,WHP,268
01/24/2020,WJF,221
01/24/2020,XNA,120
01/24/2020,YIP,33
01/24/2020,YKM,73
01/24/2020,YNG,56
01/25/2020,ABE,66
01/25/2020,ABI,97
01/25/2020,ABQ,299
01/25/2020,ABY,29
01/25/2020,ACK,33
01/25/2020,ACT,186
01/25/2020,ACY,39
01/25/2020,ADM,20
01/25/2020,ADQ,45
01/25/2020,ADS,353
01/25/2020,ADW,65
01/25/2020,AEG,192
01/25/2020,AEX,84
01/25/2020,AFW,398
01/25/2020,AGC,32
01/25/2020,AGS,82
01/25/2020,AHN,170
01/25/2020,AKN,28
01/25/2020,ALB,134
01/25/2020,ALN,11
01/25/2020,ALO,11
01/25/2020,ALW,52
01/25/2020,AMA,124
01/25/2020,ANC,416
01/25/2020,ANE,89
01/25/2020,APA,1114
01/25/2020,APC,137
01/25/2020,APF,372
01/25/2020,ARA,118
01/25/2020,ARB,0
01/25/2020,ARR,6
01/25/2020,ASE,106
01/25/2020,ASG,180
01/25/2020,ASH,3
01/25/2020,ATL,1903
01/25/2020,ATW,40
01/25/2020,AUS,417
01/25/2020,AVL,256
01/25/2020,AVP,107
01/25/2020,AZO,28
01/25/2020,BAF,7
01/25/2020,BAK,12
01/25/2020,BAZ,263
01/25/2020,BBG,31
01/25/2020,BCT,225
01/25/2020,BDL,187
01/25/2020,BDR,6
01/25/2020,BED,104
01/25/2020,BET,248
01/25/2020,BFI,291
01/25/2020,BFL,285
01/25/2020,BFM,60
01/25/2020,BGM,3
01/25/2020,BGR,66
01/25/2020,BHM,214
01/25/2020,BIL,158
01/25/2020,BIS,65
01/25/2020,BJC,449
01/25/2020,BKL,37
01/25/2020,BKV,189
01/25/2020,BLI,129
01/25/2020,BMG,54
01/25/2020,BMI,16
01/25/2020,BNA,439
01/25/2020,BOI,195
01/25/2020,BOS,817
01/25/2020,BPT,41
01/25/2020,BQN,71
01/25/2020,BRO,25
01/25/2020,BTL,1
01/25/2020,BTR,96
01/25/2020,BTV,125
01/25/2020,BUF,150
01/25/2020,BUR,273
01/25/2020,BVY,145
01/25/2020,BWI,543
01/25/2020,BZN,241
01/25/2020,CAE,146
01/25/2020,CAK,67
01/25/2020,CCR,273
01/25/2020,CDW,11
01/25/2020,CGF,15
01/25/2020,CHA,121
01/25/2020,CHD,900
01/25/2020,CHO,228
01/25/2020,CHS,247
01/25/2020,CIC,27
01/25/2020,CID,74
01/25/2020,CKB,12
01/25/2020,CLE,254
01/25/2020,CLL,151
01/25/2020,CLT,1424
01/25/2020,CMA,366
01/25/2020,CMH,247
01/25/2020,CMI,19
01/25/2020,CNO,729
01/25/2020,CNW,74
01/25/2020,COS,520
01/25/2020,COU,23
01/25/2020,CPR,103
01/25/2020,CPS,224
01/25/2020,CRE,33
01/25/2020,CRG,551
01/25/2020,CRP,300
01/25/2020,CRQ,172
01/25/2020,CRW,32
01/25/2020,CSG,183
01/25/2020,CVG,305
01/25/2020,CWA,18
01/25/2020,CWF,69
01/25/2020,CXO,422
01/25/2020,CXY,6
01/25/2020,CYS,119
01/25/2020,DAB,1036
01/25/2020,DAL,418
01/25/2020,DAY,77
01/25/2020,DBQ,9
01/25/2020,DCA,620
01/25/2020,DEC,39
01/25/2020,DEN,1437
01/25/2020,DET,12
01/25/2020,DFW,1490
01/25/2020,DHN,51
01/25/2020,DLH,105
01/25/2020,DPA,24
01/25/2020,DSM,124
01/25/2020,DTN,232
01/25/2020,DTO,376
01/25/2020,DTS,154
01/25/2020,DTW,779
01/25/2020,DVT,1509
01/25/2020,DWH,519
01/25/2020,DXR,1
01/25/2020,EAU,19
01/25/2020,ECP,216
01/25/2020,EGE,160
01/25/2020,ELM,16
01/25/2020,ELP,199
01/25/2020,EMT,278
01/25/2020,ENA,62
01/25/2020,ENW,5
01/25/2020,ERI,20
01/25/2020,ESN,40
01/25/2020,EUG,148
01/25/2020,EVB,675
01/25/2020,EVV,83
01/25/2020,EWB,9
01/25/2020,EWN,208
01/25/2020,EWR,925
01/25/2020,EYW,194
01/25/2020,FAI,143
01/25/2020,FAR,149
01/25/2020,FAT,181
01/25/2020,FAY,89
01/25/2020,FCM,419
01/25/2020,FDK,38
01/25/2020,FFZ,1098
01/25/2020,FIN,772
01/25/2020,FLG,119
01/25/2020,FLL,928
01/25/2020,FLO,57
01/25/2020,FMN,77
01/25/2020,FMY,449
01/25/2020,FNT,27
01/25/2020,FOE,13
01/25/2020,FOK,0
01/25/2020,FPR,637
01/25/2020,FRG,47
01/25/2020,FSD,148
01/25/2020,FSM,140
01/25/2020,FTG,280
01/25/2020,FTW,466
01/25/2020,FTY,118
01/25/2020,FUL,196
01/25/2020,FWA,50
01/25/2020,FWS,270
01/25/2020,FXE,569
01/25/2020,FYV,87
01/25/2020,GCK,13
01/25/2020,GCN,142
01/25/2020,GEG,124
01/25/2020,GEU,280
01/25/2020,GFK,618
01/25/2020,GGG,190
01/25/2020,GJT,37
01/25/2020,GKY,159
01/25/2020,GLH,123
01/25/2020,GLS,104
01/25/2020,GMU,177
01/25/2020,GNV,349
01/25/2020,GON,13
01/25/2020,GPI,80
01/25/2020,GPM,184
01/25/2020,GPT,125
01/25/2020,GRB,42
01/25/2020,GRI,13
01/25/2020,GRR,128
01/25/2020,GSN,404
01/25/2020,GSO,200
01/25/2020,GSP,90
01/25/2020,GTF,59
01/25/2020,GTR,73
01/25/2020,GTU,337
01/25/2020,GUM,229
01/25/2020,GYH,151
01/25/2020,GYI,311
01/25/2020,GYR,318
01/25/2020,GYY,10
01/25/2020,HEF,79
01/25/2020,HFD,8
01/25/2020,HGR,31
01/25/2020,HHR,172
01/25/2020,HIO,328
01/25/2020,HKS,87
01/25/2020,HKY,65
01/25/2020,HLG,3
01/25/2020,HLN,75
01/25/2020,HND,224
01/25/2020,HNL,790
01/25/2020,HOB,8
01/25/2020,HOU,370
01/25/2020,HPN,143
01/25/2020,HQZ,402
01/25/2020,HRL,97
01/25/2020,HSA,74
01/25/2020,HSV,108
01/25/2020,HTS,9
01/25/2020,HUF,0
01/25/2020,HUM,123
01/25/2020,HUT,70
01/25/2020,HVN,3
01/25/2020,HWD,273
01/25/2020,HWO,939
01/25/2020,HXD,123
01/25/2020,HYA,34
01/25/2020,HYI,186
01/25/2020,IAD,680
01/25/2020,IAG,8
01/25/2020,IAH,1078
01/25/2020,ICT,194
01/25/2020,IDA,45
01/25/2020,IFP,43
01/25/2020,ILG,21
01/25/2020,ILM,258
01/25/2020,IND,296
01/25/2020,INT,90
01/25/2020,IPT,4
01/25/2020,ISM,599
01/25/2020,ISO,26
01/25/2020,ISP,55
01/25/2020,ITH,15
01/25/2020,ITO,135
01/25/2020,IWA,785
01/25/2020,IXD,12
01/25/2020,JAC,73
01/25/2020,JAN,67
01/25/2020,JAX,171
01/25/2020,JEF,100
01/25/2020,JFK,1089
01/25/2020,JLN,97
01/25/2020,JNU,22
01/25/2020,JQF,215
01/25/2020,JRF,438
01/25/2020,JVL,6
01/25/2020,JXN,1
01/25/2020,KOA,263
01/25/2020,LAF,6
01/25/2020,LAL,273
01/25/2020,LAN,46
01/25/2020,LAS,1290
01/25/2020,LAW,15
01/25/2020,LAX,1577
01/25/2020,LBB,283
01/25/2020,LBE,12
01/25/2020,LCH,156
01/25/2020,LEB,14
01/25/2020,LEE,327
01/25/2020,LEX,71
01/25/2020,LFT,156
01/25/2020,LGA,572
01/25/2020,LGB,555
01/25/2020,LIH,288
01/25/2020,LIT,156
01/25/2020,LMT,24
01/25/2020,LNK,36
01/25/2020,LNS,27
01/25/2020,LOU,93
01/25/2020,LRD,56
01/25/2020,LSE,11
01/25/2020,LUK,25
01/25/2020,LVK,759
01/25/2020,LWB,5
01/25/2020,LWM,11
01/25/2020,LWS,67
01/25/2020,LYH,118
01/25/2020,LZU,484
01/25/2020,MAF,85
01/25/2020,MBS,20
01/25/2020,MCI,206
01/25/2020,MCN,48
01/25/2020,MCO,1080
01/25/2020,MDH,68
01/25/2020,MDT,81
01/25/2020,MDW,369
01/25/2020,MEI,232
01/25/2020,MEM,434
01/25/2020,MER,31
01/25/2020,MFD,0
01/25/2020,MFE,171
01/25/2020,MFR,55
01/25/2020,MGM,255
01/25/2020,MGW,13
01/25/2020,MHK,47
01/25/2020,MHR,56
01/25/2020,MHT,74
01/25/2020,MIA,1209
01/25/2020,MIC,105
01/25/2020,MIE,0
01/25/2020,MKC,118
01/25/2020,MKE,218
01/25/2020,MKG,9
01/25/2020,MKK,109
01/25/2020,MKL,71
01/25/2020,MLB,562
01/25/2020,MLI,43
01/25/2020,MLU,87
01/25/2020,MMU,37
01/25/2020,MOB,189
01/25/2020,MOD,75
01/25/2020,MOT,111
01/25/2020,MQY,347
01/25/2020,MRI,165
01/25/2020,MRY,124
01/25/2020,MSN,90
01/25/2020,MSO,33
01/25/2020,MSP,769
01/25/2020,MSY,290
01/25/2020,MTN,80
01/25/2020,MVY,15
01/25/2020,MWA,7
01/25/2020,MWC,22
01/25/2020,MWH,44
01/25/2020,MYF,683
01/25/2020,MYR,173
01/25/2020,NEW,285
01/25/2020,NQA,75
01/25/2020,OAJ,61
01/25/2020,OAK,397
01/25/2020,OCF,256
01/25/2020,OGD,24
01/25/2020,OGG,370
01/25/2020,OJC,14
01/25/2020,OKC,177
01/25/2020,OLM,199
01/25/2020,OLV,412
01/25/2020,OMA,158
01/25/2020,OMN,544
01/25/2020,ONT,251
01/25/2020,OPF,287
01/25/2020,ORD,2018
01/25/2020,ORF,142
01/25/2020,ORH,16
01/25/2020,ORL,450
01/25/2020,OSH,5
01/25/2020,OSU,13
01/25/2020,OTH,45
01/25/2020,OUN,302
01/25/2020,OWB,9
01/25/2020,OWD,54
01/25/2020,OXC,5
01/25/2020,OXR,273
01/25/2020,PAE,125
01/25/2020,PAH,14
01/25/2020,PAO,345
01/25/2020,PBI,370
01/25/2020,PDK,524
01/25/2020,PDT,76
01/25/2020,PDX,445
01/25/2020,PGD,260
01/25/2020,PHF,158
01/25/2020,PHL,795
01/25/2020,PHX,1091
01/25/2020,PIA,45
01/25/2020,PIE,286
01/25/2020,PIH,47
01/25/2020,PIT,258
01/25/2020,PKB,6
01/25/2020,PMD,22
01/25/2020,PMP,682
01/25/2020,PNE,11
01/25/2020,PNS,459
01/25/2020,POC,402
01/25/2020,POU,12
01/25/2020,PRC,818
01/25/2020,PSC,250
01/25/2020,PSP,312
01/25/2020,PTK,31
01/25/2020,PUB,185
01/25/2020,PVD,116
01/25/2020,PVU,2
01/25/2020,PWA,229
01/25/2020,PWK,38
01/25/2020,PWM,82
01/25/2020,RAL,381
01/25/2020,RAP,151
01/25/2020,RBD,181
01/25/2020,RDD,13
01/25/2020,RDG,12
01/25/2020,RDM,184
01/25/2020,RDU,386
01/25/2020,RFD,29
01/25/2020,RHV,517
01/25/2020,RIC,204
01/25/2020,RME,0
01/25/2020,RNM,488
01/25/2020,RNO,220
01/25/2020,RNT,261
01/25/2020,ROA,119
01/25/2020,ROC,107
01/25/2020,ROG,68
01/25/2020,ROW,35
01/25/2020,RST,44
01/25/2020,RSW,356
01/25/2020,RVS,986
01/25/2020,RYN,466
01/25/2020,RYY,278
01/25/2020,SAC,224
01/25/2020,SAF,199
01/25/2020,SAN,467
01/25/2020,SAT,281
01/25/2020,SAV,388
01/25/2020,SAW,8
01/25/2020,SBA,350
01/25/2020,SBN,47
01/25/2020,SBP,236
01/25/2020,SBY,46
01/25/2020,SCK,68
01/25/2020,SDF,309
01/25/2020,SDL,496
01/25/2020,SDM,244
01/25/2020,SEA,981
01/25/2020,SEE,361
01/25/2020,SFB,1160
01/25/2020,SFF,89
01/25/2020,SFO,1027
01/25/2020,SGF,191
01/25/2020,SGJ,665
01/25/2020,SGR,211
01/25/2020,SHV,128
01/25/2020,SIG,339
01/25/2020,SJC,350
01/25/2020,SJT,59
01/25/2020,SJU,430
01/25/2020,SLC,731
01/25/2020,SLE,146
01/25/2020,SLN,13
01/25/2020,SMF,255
01/25/2020,SMO,141
01/25/2020,SMX,110
01/25/2020,SNA,459
01/25/2020,SNS,164
01/25/2020,SPG,312
01/25/2020,SPI,10
01/25/2020,SQL,146
01/25/2020,SRQ,473
01/25/2020,SSF,452
01/25/2020,STC,58
01/25/2020,STJ,0
01/25/2020,STL,369
01/25/2020,STP,37
01/25/2020,STS,153
01/25/2020,STT,160
01/25/2020,STX,97
01/25/2020,SUA,439
01/25/2020,SUN,46
01/25/2020,SUS,219
01/25/2020,SUX,11
01/25/2020,SWF,21
01/25/2020,SWO,308
01/25/2020,SYR,87
01/25/2020,TCL,96
01/25/2020,TEB,197
01/25/2020,TIW,76
01/25/2020,TIX,323
01/25/2020,TKI,483
01/25/2020,TLH,162
01/25/2020,TMB,899
01/25/2020,TOA,272
01/25/2020,TOL,11
01/25/2020,TOP,24
01/25/2020,TPA,592
01/25/2020,TRI,54
01/25/2020,TTD,309
01/25/2020,TTN,39
01/25/2020,TUL,135
01/25/2020,TUP,169
01/25/2020,TUS,405
01/25/2020,TVC,52
01/25/2020,TWF,108
01/25/2020,TYR,125
01/25/2020,TYS,229
01/25/2020,TZR,9
01/25/2020,UAO,201
01/25/2020,UES,6
01/25/2020,UGN,10
01/25/2020,UNV,30
01/25/2020,VCT,67
01/25/2020,VCV,78
01/25/2020,VGT,760
01/25/2020,VNY,678
01/25/2020,VQQ,263
01/25/2020,VRB,887
01/25/2020,WDG,87
01/25/2020,WHP,407
01/25/2020,WJF,276
01/25/2020,XNA,81
01/25/2020,YIP,21
01/25/2020,YKM,144
01/25/2020,YNG,7
01/26/2020,ABE,488
01/26/2020,ABI,140
01/26/2020,ABQ,390
01/26/2020,ABY,44
01/26/2020,ACK,58
01/26/2020,ACT,94
01/26/2020,ACY,115
01/26/2020,ADM,12
01/26/2020,ADQ,27
01/26/2020,ADS,248
01/26/2020,ADW,107
01/26/2020,AEG,135
01/26/2020,AEX,38
01/26/2020,AFW,179
01/26/2020,AGC,50
01/26/2020,AGS,61
01/26/2020,AHN,148
01/26/2020,AKN,12
01/26/2020,ALB,162
01/26/2020,ALN,170
01/26/2020,ALO,6
01/26/2020,ALW,81
01/26/2020,AMA,157
01/26/2020,ANC,377
01/26/2020,ANE,22
01/26/2020,APA,1292
01/26/2020,APC,180
01/26/2020,APF,367
01/26/2020,ARA,5
01/26/2020,ARB,1
01/26/2020,ARR,11
01/26/2020,ASE,216
01/26/2020,ASG,155
01/26/2020,ASH,241
01/26/2020,ATL,2337
01/26/2020,ATW,54
01/26/2020,AUS,527
01/26/2020,AVL,205
01/26/2020,AVP,61
01/26/2020,AZO,35
01/26/2020,BAF,143
01/26/2020,BAK,113
01/26/2020,BAZ,247
01/26/2020,BBG,15
01/26/2020,BCT,293
01/26/2020,BDL,198
01/26/2020,BDR,335
01/26/2020,BED,389
01/26/2020,BET,142
01/26/2020,BFI,429
01/26/2020,BFL,272
01/26/2020,BFM,35
01/26/2020,BGM,41
01/26/2020,BGR,62
01/26/2020,BHM,209
01/26/2020,BIL,165
01/26/2020,BIS,44
01/26/2020,BJC,587
01/26/2020,BKL,42
01/26/2020,BKV,166
01/26/2020,BLI,80
01/26/2020,BMG,135
01/26/2020,BMI,47
01/26/2020,BNA,587
01/26/2020,BOI,181
01/26/2020,BOS,1018
01/26/2020,BPT,24
01/26/2020,BQN,87
01/26/2020,BRO,23
01/26/2020,BTL,5
01/26/2020,BTR,82
01/26/2020,BTV,89
01/26/2020,BUF,160
01/26/2020,BUR,316
01/26/2020,BVY,180
01/26/2020,BWI,590
01/26/2020,BZN,150
01/26/2020,CAE,134
01/26/2020,CAK,60
01/26/2020,CCR,207
01/26/2020,CDW,272
01/26/2020,CGF,31
01/26/2020,CHA,162
01/26/2020,CHD,552
01/26/2020,CHO,393
01/26/2020,CHS,239
01/26/2020,CIC,24
01/26/2020,CID,87
01/26/2020,CKB,7
01/26/2020,CLE,302
01/26/2020,CLL,122
01/26/2020,CLT,1632
01/26/2020,CMA,331
01/26/2020,CMH,306
01/26/2020,CMI,79
01/26/2020,CNO,87
01/26/2020,CNW,28
01/26/2020,COS,426
01/26/2020,COU,54
01/26/2020,CPR,91
01/26/2020,CPS,297
01/26/2020,CRE,34
01/26/2020,CRG,469
01/26/2020,CRP,179
01/26/2020,CRQ,279
01/26/2020,CRW,38
01/26/2020,CSG,141
01/26/2020,CVG,335
01/26/2020,CWA,16
01/26/2020,CWF,6
01/26/2020,CXO,108
01/26/2020,CXY,41
01/26/2020,CYS,58
01/26/2020,DAB,915
01/26/2020,DAL,638
01/26/2020,DAY,105
01/26/2020,DBQ,68
01/26/2020,DCA,827
01/26/2020,DEC,80
01/26/2020,DEN,1658
01/26/2020,DET,26
01/26/2020,DFW,1934
01/26/2020,DHN,98
01/26/2020,DLH,32
01/26/2020,DPA,38
01/26/2020,DSM,146
01/26/2020,DTN,16
01/26/2020,DTO,332
01/26/2020,DTS,162
01/26/2020,DTW,978
01/26/2020,DVT,1289
01/26/2020,DWH,373
01/26/2020,DXR,202
01/26/2020,EAU,12
01/26/2020,ECP,99
01/26/2020,EGE,150
01/26/2020,ELM,5
01/26/2020,ELP,232
01/26/2020,EMT,60
01/26/2020,ENA,89
01/26/2020,ENW,10
01/26/2020,ERI,18
01/26/2020,ESN,210
01/26/2020,EUG,92
01/26/2020,EVB,275
01/26/2020,EVV,152
01/26/2020,EWB,162
01/26/2020,EWN,95
01/26/2020,EWR,1171
01/26/2020,EYW,258
01/26/2020,FAI,74
01/26/2020,FAR,83
01/26/2020,FAT,133
01/26/2020,FAY,105
01/26/2020,FCM,137
01/26/2020,FDK,294
01/26/2020,FFZ,1080
01/26/2020,FIN,452
01/26/2020,FLG,109
01/26/2020,FLL,970
01/26/2020,FLO,31
01/26/2020,FMN,99
01/26/2020,FMY,312
01/26/2020,FNT,26
01/26/2020,FOE,17
01/26/2020,FOK,180
01/26/2020,FPR,655
01/26/2020,FRG,716
01/26/2020,FSD,110
01/26/2020,FSM,144
01/26/2020,FTG,382
01/26/2020,FTW,365
01/26/2020,FTY,253
01/26/2020,FUL,66
01/26/2020,FWA,57
01/26/2020,FWS,104
01/26/2020,FXE,625
01/26/2020,FYV,108
01/26/2020,GCK,23
01/26/2020,GCN,169
01/26/2020,GEG,141
01/26/2020,GEU,203
01/26/2020,GFK,22
01/26/2020,GGG,46
01/26/2020,GJT,108
01/26/2020,GKY,78
01/26/2020,GLH,10
01/26/2020,GLS,93
01/26/2020,GMU,157
01/26/2020,GNV,338
01/26/2020,GON,161
01/26/2020,GPI,34
01/26/2020,GPM,115
01/26/2020,GPT,57
01/26/2020,GRB,114
01/26/2020,GRI,40
01/26/2020,GRR,152
01/26/2020,GSN,394
01/26/2020,GSO,199
01/26/2020,GSP,166
01/26/2020,GTF,55
01/26/2020,GTR,60
01/26/2020,GTU,335
01/26/2020,GUM,171
01/26/2020,GYH,136
01/26/2020,GYI,74
01/26/2020,GYR,221
01/26/2020,GYY,18
01/26/2020,HEF,408
01/26/2020,HFD,170
01/26/2020,HGR,72
01/26/2020,HHR,137
01/26/2020,HIO,173
01/26/2020,HKS,22
01/26/2020,HKY,138
01/26/2020,HLG,2
01/26/2020,HLN,41
01/26/2020,HND,227
01/26/2020,HNL,761
01/26/2020,HOB,18
01/26/2020,HOU,483
01/26/2020,HPN,460
01/26/2020,HQZ,177
01/26/2020,HRL,128
01/26/2020,HSA,4
01/26/2020,HSV,172
01/26/2020,HTS,9
01/26/2020,HUF,118
01/26/2020,HUM,26
01/26/2020,HUT,85
01/26/2020,HVN,103
01/26/2020,HWD,407
01/26/2020,HWO,1052
01/26/2020,HXD,87
01/26/2020,HYA,100
01/26/2020,HYI,172
01/26/2020,IAD,780
01/26/2020,IAG,6
01/26/2020,IAH,1282
01/26/2020,ICT,239
01/26/2020,IDA,24
01/26/2020,IFP,46
01/26/2020,ILG,107
01/26/2020,ILM,214
01/26/2020,IND,383
01/26/2020,INT,80
01/26/2020,IPT,47
01/26/2020,ISM,300
01/26/2020,ISO,56
01/26/2020,ISP,540
01/26/2020,ITH,33
01/26/2020,ITO,142
01/26/2020,IWA,798
01/26/2020,IXD,151
01/26/2020,JAC,61
01/26/2020,JAN,57
01/26/2020,JAX,256
01/26/2020,JEF,152
01/26/2020,JFK,1191
01/26/2020,JLN,59
01/26/2020,JNU,70
01/26/2020,JQF,224
01/26/2020,JRF,238
01/26/2020,JVL,50
01/26/2020,JXN,4
01/26/2020,KOA,201
01/26/2020,LAF,178
01/26/2020,LAL,309
01/26/2020,LAN,34
01/26/2020,LAS,1580
01/26/2020,LAW,67
01/26/2020,LAX,1749
01/26/2020,LBB,230
01/26/2020,LBE,14
01/26/2020,LCH,24
01/26/2020,LEB,121
01/26/2020,LEE,320
01/26/2020,LEX,157
01/26/2020,LFT,54
01/26/2020,LGA,949
01/26/2020,LGB,479
01/26/2020,LIH,200
01/26/2020,LIT,144
01/26/2020,LMT,28
01/26/2020,LNK,63
01/26/2020,LNS,167
01/26/2020,LOU,269
01/26/2020,LRD,111
01/26/2020,LSE,17
01/26/2020,LUK,230
01/26/2020,LVK,366
01/26/2020,LWB,14
01/26/2020,LWM,122
01/26/2020,LWS,37
01/26/2020,LYH,54
01/26/2020,LZU,552
01/26/2020,MAF,156
01/26/2020,MBS,16
01/26/2020,MCI,287
01/26/2020,MCN,31
01/26/2020,MCO,1089
01/26/2020,MDH,222
01/26/2020,MDT,162
01/26/2020,MDW,480
01/26/2020,MEI,28
01/26/2020,MEM,391
01/26/2020,MER,35
01/26/2020,MFD,1
01/26/2020,MFE,133
01/26/2020,MFR,101
01/26/2020,MGM,151
01/26/2020,MGW,32
01/26/2020,MHK,69
01/26/2020,MHR,83
01/26/2020,MHT,96
01/26/2020,MIA,1256
01/26/2020,MIC,14
01/26/2020,MIE,3
01/26/2020,MKC,71
01/26/2020,MKE,215
01/26/2020,MKG,4
01/26/2020,MKK,98
01/26/2020,MKL,74
01/26/2020,MLB,395
01/26/2020,MLI,71
01/26/2020,MLU,47
01/26/2020,MMU,246
01/26/2020,MOB,115
01/26/2020,MOD,67
01/26/2020,MOT,19
01/26/2020,MQY,357
01/26/2020,MRI,143
01/26/2020,MRY,99
01/26/2020,MSN,118
01/26/2020,MSP,959
01/26/2020,MSY,380
01/26/2020,MTN,219
01/26/2020,MVY,45
01/26/2020,MWA,35
01/26/2020,MWC,110
01/26/2020,MWH,17
01/26/2020,MYF,559
01/26/2020,MYR,112
01/26/2020,NEW,134
01/26/2020,NQA,16
01/26/2020,OAJ,34
01/26/2020,OAK,631
01/26/2020,OCF,267
01/26/2020,OGD,29
01/26/2020,OGG,339
01/26/2020,OJC,167
01/26/2020,OKC,288
01/26/2020,OLM,233
01/26/2020,OLV,143
01/26/2020,OMA,250
01/26/2020,OMN,333
01/26/2020,ONT,200
01/26/2020,OPF,301
01/26/2020,ORD,2348
01/26/2020,ORF,196
01/26/2020,ORH,82
01/26/2020,ORL,368
01/26/2020,OSH,2
01/26/2020,OSU,77
01/26/2020,OTH,19
01/26/2020,OUN,222
01/26/2020,OWB,41
01/26/2020,OWD,191
01/26/2020,OXR,92
01/26/2020,PAE,198
01/26/2020,PAH,93
01/26/2020,PAO,353
01/26/2020,PBI,555
01/26/2020,PDK,623
01/26/2020,PDT,59
01/26/2020,PDX,530
01/26/2020,PGD,234
01/26/2020,PHF,114
01/26/2020,PHL,922
01/26/2020,PHX,1231
01/26/2020,PIA,106
01/26/2020,PIE,344
01/26/2020,PIH,11
01/26/2020,PIT,338
01/26/2020,PKB,5
01/26/2020,PMD,6
01/26/2020,PMP,525
01/26/2020,PNE,337
01/26/2020,PNS,261
01/26/2020,POC,20
01/26/2020,POU,213
01/26/2020,PRC,696
01/26/2020,PSC,139
01/26/2020,PSP,282
01/26/2020,PTK,77
01/26/2020,PUB,117
01/26/2020,PVD,174
01/26/2020,PVU,156
01/26/2020,PWA,170
01/26/2020,PWK,113
01/26/2020,PWM,85
01/26/2020,RAL,12
01/26/2020,RAP,59
01/26/2020,RBD,126
01/26/2020,RDD,33
01/26/2020,RDG,127
01/26/2020,RDM,296
01/26/2020,RDU,565
01/26/2020,RFD,29
01/26/2020,RHV,342
01/26/2020,RIC,202
01/26/2020,RME,3
01/26/2020,RNM,95
01/26/2020,RNO,244
01/26/2020,RNT,237
01/26/2020,ROA,83
01/26/2020,ROC,114
01/26/2020,ROG,33
01/26/2020,ROW,32
01/26/2020,RST,56
01/26/2020,RSW,315
01/26/2020,RVS,744
01/26/2020,RYN,275
01/26/2020,RYY,335
01/26/2020,SAC,267
01/26/2020,SAF,187
01/26/2020,SAN,606
01/26/2020,SAT,405
01/26/2020,SAV,348
01/26/2020,SAW,11
01/26/2020,SBA,288
01/26/2020,SBN,66
01/26/2020,SBP,84
01/26/2020,SBY,45
01/26/2020,SCK,158
01/26/2020,SDF,286
01/26/2020,SDL,534
01/26/2020,SDM,101
01/26/2020,SEA,1118
01/26/2020,SEE,227
01/26/2020,SFB,1209
01/26/2020,SFO,1178
01/26/2020,SGF,110
01/26/2020,SGJ,535
01/26/2020,SGR,162
01/26/2020,SHV,67
01/26/2020,SIG,140
01/26/2020,SJC,486
01/26/2020,SJT,223
01/26/2020,SJU,417
01/26/2020,SLC,944
01/26/2020,SLE,51
01/26/2020,SLN,67
01/26/2020,SMF,334
01/26/2020,SMO,136
01/26/2020,SMX,36
